low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_transaction_time_year,first_transaction_time_month,first_transaction_time_day
0.0,0.87,1000,3.7,0.46,0.287,20.0,74.0,74.0,3.0,1.0,5160,0,28.0,142.0,1.0,4680,8.0,1760,1.0,1680,0.4,1,0.0,74.0,0.0,74.0,0.0,0.0,2.0,2.0,0.0,0,18.0,0.0,0,33200,0.0,0,1912.0,88.0,595.0,74.0,18.0,9.0,4.0,21.0,5.0,14.0,14.0,562.0,75.0,49.0,48.0,1.0,17.0,5.0,12.0,5.0,6.0,8.0,54.0,3.0,7.0,0.0,350.0,2700.0,75.0,12.0,14.0,5800.0,2291.0,20400.0,76.0,5.0,5.0,150000.0,34800.0,12.0,4.0,2013,2,24
0.01,0.99,2000,0.74,0.41,0.258,15.0,25.0,25.0,4.0,1.0,7880,0,22.0,85.0,1.0,0,5.0,470,1.0,960,0.55,1,0.0,25.0,0.0,25.0,0.0,1.0,4.0,4.0,0.0,0,2.0,0.0,0,0,0.0,0,1819.0,220.0,541.0,77.0,18.0,10.0,6.0,25.0,4.0,10.0,21.0,514.0,76.0,50.0,40.0,2.0,19.0,8.0,11.0,0.0,3.0,22.0,54.0,20.0,1.0,1.0,358.0,1900.0,73.0,11.0,11.0,2800.0,1618.0,6900.0,80.0,8.0,9.0,12000.0,5962.0,2.0,40.0,2013,5,28
0.01,0.99,1100,1.08,0.47,0.248,17.0,38.0,29.0,2.0,0.0,12580,0,14.0,78.0,0.6,15090,5.0,1570,1.0,1130,0.5,1,0.0,38.0,0.0,38.0,0.0,2.0,3.0,10.0,0.0,1310,3.0,0.0,0,3230,0.0,0,982.0,86.0,634.0,74.0,5.0,2.0,2.0,5.0,0.0,2.0,2.0,603.0,74.0,26.0,23.0,0.0,8.0,3.0,5.0,0.0,0.0,8.0,27.0,6.0,0.0,0.0,287.0,2000.0,72.0,5.0,6.0,2100.0,1760.0,7100.0,83.0,3.0,3.0,8400.0,6600.0,50.0,137.0,2015,9,12
0.0,1.0,0,1.67,1.0,0.33299999999999996,16.0,28.0,27.0,3.0,0.0,11940,0,22.0,145.0,0.3,23050,5.0,1590,0.1,1130,0.5,1,14.0,28.0,14.0,28.0,1.0,1.0,1.0,2.0,154288.0,4040,7.0,0.0,0,14870,0.0,0,747.0,82.0,641.0,77.0,11.0,3.0,2.0,16.0,7.0,10.0,16.0,618.0,78.0,41.0,41.0,0.0,17.0,6.0,11.0,2.0,5.0,19.0,68.0,1.0,3.0,0.0,352.0,2400.0,76.0,11.0,13.0,5000.0,1600.0,12400.0,80.0,6.0,6.0,25200.0,11350.0,10.0,19.0,2016,5,4
0.0,1.0,1500,0.87,0.65,0.43799999999999994,17.0,14.0,18.0,3.0,1.0,25440,0,22.0,187.0,0.2,64010,7.0,6320,0.1,2130,0.35,1,5.0,14.0,5.0,14.0,1.0,1.0,4.0,4.0,778487.0,5950,3.0,0.0,900,57350,0.0,0,1091.0,86.0,536.0,80.0,10.0,4.0,5.0,10.0,1.0,5.0,8.0,492.0,73.0,42.0,40.0,2.0,13.0,3.0,10.0,1.0,2.0,12.0,47.0,9.0,0.0,2.0,357.0,3100.0,72.0,10.0,11.0,5000.0,2410.0,13000.0,76.0,3.0,4.0,26400.0,10300.0,22.0,22.0,2015,5,26
0.02,0.98,1500,0.95,0.68,0.45,18.0,41.0,14.0,3.0,0.0,14480,0,55.0,289.0,0.45,22750,6.0,51110,0.3,1140,0.5,3,14.0,14.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,1520,4.0,0.0,0,8990,0.0,0,2535.0,85.0,644.0,78.0,7.0,4.0,2.0,8.0,3.0,5.0,5.0,618.0,75.0,37.0,37.0,0.0,13.0,4.0,9.0,0.0,2.0,14.0,40.0,0.0,0.0,0.0,347.0,1600.0,73.0,9.0,9.0,3100.0,1266.0,11700.0,82.0,4.0,5.0,19200.0,9450.0,1.0,70.0,2011,6,12
0.01,0.99,300,5.63,0.68,0.35,15.0,29.0,20.0,2.0,0.0,59870,0,19.0,138.0,1.0,21500,8.0,6130,1.0,1230,0.5,3,0.0,29.0,0.0,29.0,0.0,2.0,15.0,15.0,0.0,0,6.0,0.0,0,17830,0.0,0,910.0,89.0,528.0,75.0,13.0,1.0,7.0,16.0,7.0,9.0,13.0,506.0,74.0,66.0,50.0,7.0,25.0,8.0,17.0,1.0,4.0,25.0,60.0,49.0,1.0,5.0,352.0,1700.0,73.0,17.0,17.0,3000.0,1435.0,10800.0,79.0,8.0,8.0,22800.0,9162.0,14.0,14.0,2015,11,23
0.0,0.81,0,0.74,0.8,0.28600000000000003,16.0,42.0,38.0,3.0,0.0,33260,0,16.0,114.0,0.25,54420,6.0,8590,0.05,1410,0.45,1,11.0,11.0,11.0,11.0,3.0,1.0,2.0,2.0,56.0,2370,5.0,0.0,1400,19560,0.0,0,672.0,86.0,643.0,74.0,16.0,7.0,5.0,22.0,2.0,5.0,8.0,623.0,75.0,39.0,36.0,0.0,12.0,5.0,7.0,0.0,2.0,16.0,51.0,10.0,2.0,0.0,279.0,1800.0,73.0,7.0,7.0,2600.0,1571.0,12300.0,81.0,5.0,7.0,21600.0,9540.0,24.0,59.0,2016,7,18
0.01,0.99,0,1.05,0.59,0.406,17.0,61.0,23.0,4.0,0.0,14140,0,43.0,216.0,0.65,39260,7.0,7300,0.4,990,0.55,1,13.0,15.0,13.0,15.0,1.0,2.0,12.0,12.0,0.0,580,8.0,0.0,0,4580,0.0,1,2274.0,94.0,544.0,73.0,13.0,8.0,4.0,18.0,2.0,6.0,9.0,502.0,77.0,62.0,55.0,8.0,24.0,6.0,18.0,0.0,1.0,31.0,92.0,40.0,1.0,0.0,292.0,1700.0,75.0,18.0,19.0,2300.0,1616.0,3100.0,81.0,6.0,7.0,9600.0,5950.0,4.0,72.0,2012,2,28
0.01,0.85,0,0.72,0.91,0.541,16.0,34.0,11.0,1.0,1.0,14790,0,20.0,236.0,0.55,7980,8.0,26730,0.4,1420,0.45,1,2.0,22.0,2.0,22.0,0.0,1.0,3.0,4.0,0.0,1250,4.0,0.0,0,13650,0.0,0,720.0,87.0,656.0,75.0,12.0,3.0,4.0,16.0,6.0,7.0,11.0,632.0,77.0,36.0,34.0,0.0,13.0,6.0,7.0,1.0,4.0,14.0,36.0,6.0,2.0,0.0,337.0,2000.0,75.0,7.0,8.0,2800.0,1557.0,22300.0,82.0,6.0,7.0,41400.0,15000.0,3.0,23.0,2016,5,31
0.1,0.9,2600,1.98,0.55,0.28,17.0,17.0,12.0,2.0,1.0,7840,0,12.0,86.0,0.5,7970,4.0,2450,0.3,480,0.7,2,9.0,14.0,13.0,14.0,0.0,4.0,7.0,7.0,0.0,920,3.0,0.0,0,0,0.0,0,729.0,84.0,529.0,88.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,490.0,81.0,15.0,11.0,3.0,6.0,5.0,1.0,0.0,1.0,5.0,14.0,12.0,0.0,0.0,348.0,2200.0,76.0,1.0,1.0,2200.0,2200.0,2700.0,81.0,5.0,6.0,4200.0,2600.0,165.0,84.0,2016,5,22
0.01,0.92,100,9.31,0.76,0.536,18.0,16.0,10.0,3.0,0.0,21810,0,31.0,262.0,0.1,102310,7.0,2410,0.05,1320,0.45,3,7.0,8.0,7.0,8.0,4.0,1.0,3.0,3.0,64.0,6450,18.0,0.0,7580,60090,0.0,0,1322.0,82.0,537.0,75.0,26.0,9.0,4.0,33.0,17.0,23.0,26.0,520.0,78.0,62.0,59.0,2.0,21.0,6.0,15.0,1.0,3.0,18.0,84.0,6.0,1.0,0.0,352.0,2900.0,77.0,15.0,16.0,6200.0,2440.0,7800.0,80.0,6.0,7.0,13800.0,7100.0,7.0,15.0,2014,10,7
0.03,0.97,0,0.52,0.55,0.287,19.0,18.0,14.0,4.0,0.0,16420,0,28.0,118.0,0.25,22630,6.0,10830,0.05,670,0.65,1,10.0,18.0,10.0,18.0,3.0,1.0,3.0,9.0,26.0,3720,8.0,0.0,4460,13910,0.0,0,1615.0,86.0,634.0,78.0,4.0,2.0,2.0,5.0,0.0,0.0,2.0,607.0,77.0,11.0,10.0,0.0,5.0,4.0,1.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,349.0,1100.0,76.0,1.0,1.0,1100.0,1100.0,13800.0,77.0,4.0,4.0,19200.0,8175.0,126.0,103.0,2013,12,18
0.01,0.7,7000,5.79,0.97,0.21100000000000002,23.0,17.0,17.0,2.0,1.0,18020,0,32.0,125.0,0.25,25130,9.0,4580,0.15,1490,0.45,1,9.0,15.0,9.0,15.0,0.0,2.0,2.0,2.0,0.0,2890,2.0,0.0,120,16280,0.0,0,1071.0,87.0,544.0,82.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,456.0,73.0,10.0,7.0,1.0,5.0,3.0,2.0,0.0,3.0,8.0,9.0,12.0,0.0,4.0,337.0,2700.0,66.0,2.0,3.0,3000.0,2550.0,4800.0,78.0,3.0,3.0,7200.0,3066.0,119.0,59.0,2015,6,15
0.04,0.96,0,3.42,0.59,0.3,17.0,26.0,19.0,4.0,0.0,8750,0,23.0,128.0,0.5,13110,8.0,3950,0.4,1100,0.5,3,7.0,9.0,7.0,22.0,0.0,2.0,5.0,5.0,0.0,930,4.0,0.0,0,14130,0.0,1,1302.0,83.0,521.0,84.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,490.0,78.0,33.0,16.0,5.0,11.0,6.0,5.0,0.0,0.0,10.0,25.0,52.0,0.0,0.0,343.0,1800.0,71.0,5.0,5.0,2400.0,1440.0,6900.0,81.0,6.0,7.0,20400.0,9550.0,4.0,110.0,2014,10,27
0.0,0.95,6900,0.4,0.86,0.7190000000000001,38.0,12.0,11.0,3.0,1.0,31160,0,31.0,412.0,0.2,71610,9.0,36010,0.05,1250,0.5,2,10.0,10.0,10.0,10.0,0.0,2.0,7.0,7.0,193.0,4700,9.0,0.0,0,18190,0.0,0,1271.0,82.0,544.0,81.0,17.0,10.0,4.0,23.0,7.0,10.0,14.0,501.0,76.0,42.0,34.0,1.0,24.0,10.0,14.0,0.0,2.0,18.0,54.0,38.0,0.0,0.0,356.0,1600.0,73.0,14.0,15.0,2500.0,1471.0,9000.0,77.0,10.0,11.0,21600.0,8260.0,6.0,45.0,2014,11,27
0.05,0.8,0,0.47,0.83,0.14400000000000002,10.0,30.0,29.0,2.0,0.0,9700,0,20.0,79.0,0.65,5450,6.0,730,0.4,630,0.5,1,12.0,29.0,12.0,29.0,0.0,4.0,9.0,9.0,43.0,500,2.0,0.0,0,0,0.0,0,801.0,91.0,658.0,73.0,25.0,12.0,10.0,33.0,15.0,25.0,30.0,622.0,77.0,15.0,9.0,0.0,10.0,7.0,3.0,2.0,4.0,6.0,18.0,14.0,2.0,1.0,315.0,1500.0,80.0,3.0,3.0,1700.0,1500.0,2500.0,75.0,7.0,7.0,3600.0,1671.0,3.0,19.0,2016,3,11
0.01,0.99,2600,0.95,1.0,0.33899999999999997,21.0,25.0,15.0,2.0,0.0,20560,0,11.0,112.0,0.7,21420,5.0,3220,0.4,1130,0.55,1,10.0,25.0,10.0,25.0,0.0,4.0,4.0,4.0,87387.0,380,4.0,0.0,0,26830,0.0,0,410.0,85.0,543.0,75.0,5.0,2.0,3.0,6.0,0.0,0.0,5.0,502.0,77.0,42.0,35.0,5.0,16.0,8.0,8.0,0.0,2.0,19.0,37.0,25.0,1.0,0.0,349.0,2100.0,75.0,8.0,9.0,2900.0,1525.0,5000.0,81.0,8.0,9.0,18000.0,6075.0,88.0,48.0,2017,4,6
0.03,0.97,1000,46.89,0.7,0.09699999999999999,10.0,31.0,28.0,4.0,1.0,12200,0,16.0,42.0,1.0,3040,5.0,210,1.0,680,0.6,3,0.0,27.0,0.0,27.0,0.0,0.0,2.0,2.0,0.0,0,2.0,0.0,0,0,0.0,0,768.0,94.0,620.0,78.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,591.0,76.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,129.0,1200.0,76.0,1.0,1.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,129.0,2016,4,13
0.01,0.4,500,0.11,1.0,0.736,22.0,36.0,6.0,1.0,0.0,148450,0,11.0,243.0,0.85,6820,6.0,174890,1.0,2230,0.25,4,0.0,36.0,0.0,36.0,0.0,0.0,1.0,1.0,0.0,230,3.0,0.0,0,14620,0.0,0,401.0,82.0,627.0,81.0,11.0,5.0,2.0,18.0,5.0,11.0,15.0,663.0,75.0,32.0,28.0,0.0,16.0,6.0,10.0,5.0,5.0,14.0,35.0,8.0,4.0,2.0,359.0,2600.0,72.0,10.0,10.0,5700.0,2020.0,5500.0,80.0,6.0,8.0,25500.0,7683.0,1.0,-2.0,2017,4,15
0.09,0.91,500,4.24,0.88,0.136,15.0,81.0,36.0,2.0,0.0,11010,0,21.0,71.0,1.0,3000,6.0,550,1.0,570,0.6,1,0.0,22.0,0.0,22.0,0.0,8.0,8.0,8.0,0.0,0,4.0,0.0,0,8270,0.0,1,871.0,141.0,533.0,79.0,6.0,1.0,2.0,8.0,2.0,3.0,3.0,462.0,75.0,11.0,5.0,5.0,4.0,3.0,1.0,0.0,0.0,6.0,5.0,130.0,0.0,12.0,318.0,1200.0,76.0,1.0,1.0,1200.0,1200.0,2100.0,79.0,3.0,4.0,2400.0,1466.0,23.0,91.0,2016,1,1
0.04,0.96,0,2.09,1.0,0.322,15.0,29.0,24.0,3.0,0.0,10170,0,23.0,161.0,0.4,19250,9.0,2940,0.2,860,0.6,1,8.0,28.0,8.0,28.0,0.0,1.0,4.0,4.0,0.0,2120,4.0,0.0,1190,16270,0.0,0,764.0,82.0,642.0,74.0,11.0,5.0,3.0,14.0,4.0,5.0,13.0,618.0,76.0,24.0,22.0,0.0,8.0,3.0,5.0,1.0,5.0,13.0,43.0,4.0,2.0,1.0,347.0,1000.0,71.0,5.0,5.0,1100.0,920.0,9200.0,80.0,3.0,4.0,10800.0,7300.0,7.0,13.0,2016,4,17
0.05,0.95,1100,0.47,1.0,0.42700000000000005,27.0,16.0,12.0,2.0,0.0,9780,0,18.0,203.0,0.25,32570,7.0,930,0.05,530,0.65,1,6.0,8.0,8.0,8.0,2.0,2.0,4.0,4.0,156.0,2180,4.0,0.0,510,12800,0.0,0,618.0,82.0,524.0,76.0,10.0,3.0,4.0,13.0,5.0,7.0,10.0,493.0,77.0,16.0,15.0,1.0,9.0,5.0,4.0,0.0,0.0,11.0,22.0,30.0,1.0,2.0,331.0,1800.0,72.0,4.0,5.0,2400.0,1400.0,5500.0,82.0,5.0,6.0,8400.0,5880.0,20.0,120.0,2016,9,10
0.01,0.92,3300,6.1,0.69,0.536,21.0,14.0,11.0,3.0,1.0,12920,0,29.0,228.0,0.45,55540,6.0,570,0.15,1380,0.45,1,10.0,14.0,11.0,14.0,0.0,0.0,4.0,4.0,53353.0,1520,5.0,0.0,500,13590,0.0,0,1356.0,82.0,548.0,77.0,9.0,6.0,2.0,13.0,0.0,5.0,6.0,499.0,77.0,52.0,39.0,5.0,17.0,10.0,7.0,2.0,3.0,24.0,47.0,26.0,2.0,0.0,352.0,2500.0,72.0,7.0,9.0,3100.0,2200.0,14000.0,81.0,10.0,11.0,45000.0,11690.0,50.0,16.0,2014,9,3
0.02,0.98,0,1.26,0.77,0.258,14.0,15.0,15.0,3.0,0.0,11870,0,36.0,181.0,0.35,26560,8.0,1860,0.1,1170,0.5,1,7.0,15.0,7.0,15.0,0.0,1.0,1.0,1.0,436405.0,1370,2.0,0.0,3070,10360,0.0,0,1511.0,82.0,542.0,74.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,477.0,73.0,15.0,15.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,25.0,0.0,1.0,0.0,350.0,2300.0,71.0,4.0,4.0,3200.0,2075.0,16800.0,78.0,1.0,1.0,16800.0,16800.0,19.0,22.0,2014,4,1
0.01,0.99,0,0.19,0.75,0.35200000000000004,19.0,31.0,11.0,4.0,0.0,7940,0,44.0,214.0,0.55,13160,6.0,7720,0.3,980,0.55,1,8.0,31.0,8.0,31.0,0.0,0.0,4.0,4.0,669757.0,700,2.0,1.0,720,13870,0.0,0,1869.0,83.0,639.0,69.0,6.0,3.0,3.0,10.0,0.0,2.0,8.0,618.0,77.0,14.0,14.0,0.0,8.0,3.0,5.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,330.0,1700.0,77.0,5.0,6.0,2000.0,1600.0,27400.0,78.0,3.0,3.0,45600.0,20400.0,46.0,4.0,2013,4,8
0.0,0.12,1200,1.05,0.69,0.07200000000000001,11.0,59.0,63.0,3.0,0.0,30300,0,20.0,45.0,0.35,6490,10.0,0,0.3,8280,0.15,2,19.0,59.0,19.0,59.0,0.0,0.0,1.0,1.0,48.0,4260,2.0,0.0,1100,16270,0.0,0,961.0,86.0,607.0,60.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,577.0,74.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,74.0,1.0,1.0,12000.0,12000.0,45.0,237.0,2015,10,3
0.02,0.98,0,11.23,0.74,0.233,16.0,41.0,30.0,3.0,0.0,11770,0,20.0,106.0,0.65,7950,6.0,1170,0.65,720,0.65,1,0.0,41.0,0.0,41.0,0.0,0.0,2.0,2.0,0.0,950,4.0,0.0,0,10770,0.0,0,893.0,83.0,677.0,75.0,11.0,5.0,3.0,15.0,5.0,8.0,11.0,674.0,76.0,31.0,31.0,0.0,9.0,3.0,6.0,4.0,8.0,17.0,41.0,3.0,4.0,1.0,350.0,2200.0,75.0,6.0,7.0,2500.0,1733.0,13000.0,79.0,3.0,3.0,15600.0,8600.0,23.0,10.0,2015,12,10
0.01,0.94,15000,0.47,0.81,0.586,19.0,12.0,8.0,3.0,1.0,15340,0,38.0,294.0,0.25,53860,7.0,13430,0.05,1080,0.5,1,12.0,12.0,12.0,12.0,3.0,2.0,9.0,9.0,1860.0,3630,10.0,0.0,840,36050,0.0,0,1489.0,83.0,578.0,72.0,11.0,5.0,4.0,11.0,1.0,2.0,3.0,555.0,74.0,117.0,98.0,9.0,30.0,10.0,20.0,4.0,9.0,34.0,123.0,70.0,2.0,3.0,349.0,2200.0,72.0,20.0,23.0,3600.0,1660.0,8100.0,81.0,10.0,11.0,18000.0,7750.0,14.0,2.0,2014,4,23
0.04,0.96,0,0.88,1.0,0.261,14.0,19.0,16.0,3.0,0.0,4820,0,16.0,112.0,0.55,6710,6.0,60,0.65,700,0.65,1,16.0,19.0,16.0,19.0,0.0,2.0,2.0,2.0,0.0,1540,3.0,0.0,190,6170,0.0,0,549.0,84.0,649.0,71.0,5.0,2.0,2.0,5.0,1.0,1.0,4.0,616.0,74.0,17.0,14.0,0.0,8.0,3.0,5.0,0.0,0.0,5.0,23.0,5.0,0.0,0.0,360.0,1100.0,71.0,5.0,5.0,2300.0,1100.0,4500.0,79.0,3.0,3.0,5100.0,4300.0,26.0,130.0,2016,11,18
0.01,0.99,0,0.62,1.0,0.26,14.0,21.0,20.0,1.0,0.0,20380,0,10.0,78.0,0.4,30600,6.0,8030,0.15,1540,0.5,1,7.0,21.0,7.0,21.0,0.0,4.0,4.0,4.0,0.0,1280,3.0,0.0,940,30420,0.0,0,369.0,87.0,638.0,79.0,15.0,6.0,7.0,24.0,4.0,7.0,15.0,613.0,76.0,33.0,32.0,0.0,7.0,2.0,5.0,8.0,16.0,26.0,49.0,4.0,9.0,0.0,290.0,1600.0,75.0,5.0,6.0,2400.0,1660.0,1000.0,78.0,2.0,2.0,1000.0,1000.0,6.0,2.0,2017,5,17
0.04,0.88,500,0.97,1.0,0.441,20.0,47.0,14.0,3.0,0.0,32060,0,21.0,247.0,0.8,6370,7.0,51480,0.65,920,0.55,3,4.0,28.0,4.0,28.0,0.0,1.0,2.0,2.0,0.0,190,3.0,0.0,190,10090,0.0,1,719.0,84.0,523.0,76.0,10.0,6.0,2.0,14.0,6.0,9.0,14.0,495.0,76.0,37.0,31.0,6.0,11.0,5.0,6.0,2.0,5.0,18.0,59.0,41.0,2.0,3.0,341.0,2400.0,74.0,6.0,6.0,3700.0,1816.0,14200.0,78.0,5.0,5.0,20400.0,8060.0,17.0,18.0,2016,6,1
0.02,0.98,3000,0.98,1.0,0.325,20.0,19.0,18.0,4.0,0.0,5780,0,18.0,136.0,0.9,56580,10.0,2120,1.0,1030,0.6,1,0.0,19.0,0.0,19.0,0.0,8.0,8.0,8.0,0.0,130,4.0,0.0,130,14680,0.0,1,630.0,89.0,503.0,75.0,9.0,4.0,5.0,11.0,0.0,0.0,11.0,460.0,77.0,50.0,35.0,11.0,19.0,9.0,10.0,1.0,7.0,33.0,72.0,90.0,0.0,1.0,355.0,1700.0,73.0,10.0,10.0,2800.0,1570.0,10100.0,79.0,9.0,10.0,16800.0,6366.0,100.0,11.0,2016,8,29
0.01,0.98,500,0.18,0.68,0.73,27.0,10.0,7.0,2.0,0.0,191570,0,27.0,353.0,0.3,61780,7.0,30120,0.05,1030,0.5,3,8.0,10.0,8.0,10.0,0.0,4.0,10.0,10.0,130.0,2020,8.0,0.0,950,17210,0.0,1,1268.0,84.0,501.0,75.0,31.0,13.0,13.0,44.0,9.0,15.0,19.0,448.0,76.0,78.0,53.0,20.0,28.0,10.0,18.0,0.0,1.0,32.0,78.0,116.0,0.0,8.0,360.0,1800.0,75.0,18.0,19.0,3400.0,1755.0,9300.0,77.0,10.0,10.0,24000.0,10040.0,5.0,73.0,2014,11,30
0.01,0.89,3000,0.19,0.84,0.619,25.0,11.0,11.0,3.0,0.0,82740,0,37.0,319.0,0.1,104000,7.0,109700,0.05,1580,0.45,4,3.0,6.0,3.0,6.0,4.0,3.0,3.0,3.0,6025.0,3790,5.0,0.0,8420,60290,0.0,0,1419.0,82.0,680.0,74.0,16.0,12.0,3.0,23.0,9.0,19.0,22.0,674.0,76.0,39.0,34.0,0.0,15.0,9.0,6.0,5.0,13.0,22.0,63.0,32.0,10.0,6.0,360.0,2200.0,76.0,6.0,6.0,3100.0,1950.0,13500.0,77.0,9.0,11.0,27600.0,11833.0,2.0,7.0,2014,7,2
0.02,0.98,7400,0.87,1.0,0.21899999999999997,17.0,41.0,41.0,3.0,0.0,14940,0,17.0,114.0,0.55,20800,8.0,5720,0.2,840,0.6,3,1.0,20.0,1.0,24.0,0.0,0.0,3.0,3.0,0.0,1520,4.0,0.0,570,7040,0.0,0,585.0,91.0,537.0,75.0,9.0,4.0,2.0,11.0,5.0,7.0,11.0,508.0,72.0,16.0,15.0,2.0,6.0,3.0,3.0,0.0,0.0,5.0,22.0,4.0,0.0,0.0,270.0,4100.0,66.0,3.0,3.0,4900.0,2533.0,23900.0,80.0,3.0,3.0,25200.0,22000.0,20.0,95.0,2016,10,13
0.06,0.94,100,0.93,1.0,0.133,13.0,32.0,33.0,1.0,0.0,13350,0,9.0,36.0,0.7,5340,4.0,1040,0.65,510,0.7,1,13.0,22.0,13.0,22.0,0.0,1.0,6.0,6.0,0.0,460,3.0,0.0,460,10260,0.0,0,398.0,85.0,620.0,80.0,3.0,2.0,0.0,4.0,0.0,2.0,2.0,591.0,76.0,7.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,316.0,900.0,73.0,2.0,2.0,1600.0,1100.0,12000.0,78.0,1.0,1.0,12000.0,12000.0,77.0,108.0,2017,4,18
0.02,0.98,0,0.04,0.94,0.145,13.0,66.0,56.0,1.0,0.0,12560,0,15.0,57.0,0.45,3810,8.0,2590,0.4,1140,0.55,1,22.0,36.0,22.0,36.0,0.0,0.0,2.0,2.0,55918.0,1900,2.0,0.0,0,5200,0.0,0,539.0,82.0,687.0,80.0,6.0,4.0,1.0,7.0,2.0,5.0,7.0,679.0,73.0,18.0,18.0,0.0,6.0,3.0,3.0,2.0,2.0,7.0,22.0,0.0,2.0,0.0,350.0,3200.0,71.0,3.0,3.0,3800.0,1600.0,7700.0,80.0,3.0,3.0,11400.0,7400.0,24.0,2.0,2016,11,28
0.01,0.99,1000,0.36,1.0,0.47700000000000004,24.0,17.0,12.0,3.0,1.0,11450,0,16.0,186.0,0.35,41400,5.0,930,0.1,1000,0.55,3,6.0,11.0,6.0,13.0,0.0,1.0,6.0,6.0,187352.0,1490,10.0,0.0,0,8380,0.0,0,565.0,85.0,546.0,73.0,18.0,5.0,7.0,22.0,11.0,14.0,19.0,508.0,74.0,46.0,41.0,1.0,20.0,4.0,16.0,0.0,0.0,23.0,54.0,18.0,2.0,0.0,343.0,1900.0,72.0,16.0,17.0,3000.0,1468.0,4200.0,81.0,4.0,4.0,9300.0,3925.0,2.0,90.0,2016,11,2
0.02,0.98,500,1.0,1.0,0.38299999999999995,21.0,23.0,12.0,3.0,1.0,12140,0,13.0,139.0,0.6,32590,8.0,5970,0.4,1050,0.55,1,22.0,22.0,22.0,22.0,0.0,2.0,8.0,8.0,513.0,1090,8.0,0.0,0,9070,0.0,0,447.0,83.0,552.0,76.0,22.0,8.0,11.0,30.0,2.0,13.0,19.0,496.0,76.0,45.0,41.0,3.0,20.0,4.0,16.0,0.0,2.0,18.0,65.0,21.0,1.0,0.0,353.0,1700.0,75.0,16.0,17.0,3000.0,1593.0,46400.0,78.0,4.0,4.0,55200.0,18000.0,1.0,35.0,2017,2,28
0.05,0.95,0,0.27,0.95,0.55,20.0,18.0,15.0,3.0,0.0,6520,0,19.0,217.0,0.15,59000,7.0,10260,0.05,770,0.6,1,4.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,58701.0,4190,5.0,0.0,3340,22900,0.0,1,663.0,82.0,519.0,77.0,20.0,13.0,4.0,37.0,1.0,16.0,32.0,463.0,76.0,49.0,35.0,3.0,18.0,12.0,6.0,2.0,5.0,27.0,63.0,46.0,1.0,7.0,349.0,2500.0,73.0,6.0,7.0,5000.0,2266.0,5400.0,76.0,12.0,14.0,9900.0,3783.0,14.0,2.0,2016,7,27
